# File Format is TSV(Tab Separated Value)			
# If you want to add more languages, add elements separated by tabs.			
# ID	Name(en)	Name(jp)	Name(cn)
418	Zenoiran Solder		
419	Zenoiran Solder		
420	Zenoiran Solder		
421	Zenoiran Solder		
422	Zenoiran Solder		
423	Zenoiran Solder		
424	Zenoiran Solder		
425	Zenoiran Solder		
426	Zenoiran Solder		
427	Zenoiran Solder		
428	Zenoiran Solder		
429	Zenoiran Solder		
430	Zenoiran Solder		
431	Zenoiran Solder		
432	Zenoiran Solder		
433	Zenoiran Solder		
434	Zenoiran Solder		
435	Zenoiran Solder		
436	Zenoiran Solder		
437	Zenoiran Solder		
438	Zenoiran Solder		
439	Zenoiran Solder		
440	Zenoiran Solder		
441	Zenoiran Solder		
442	Zenoiran Solder		
443	Zenoiran Solder		
444	Zenoiran Solder		
445	Zenoiran Solder		
446	Mercenary		
447	Mercenary		
448	Mercenary		
449	Mercenary		
450	Mercenary		
451	Mercenary		
452	Mercenary		
453	Mercenary		
454	Mercenary		
455	Mercenary		
456	Mercenary		
457	Mercenary		
458	Mercenary		
459	Mercenary		
460	Mercenary		
461	Mercenary		
462	Mercenary		
463	Mercenary		
464	Mercenary		
465	Mercenary		
466	Mercenary		
467	Mercenary		
468	Mercenary		
469	Mercenary		
470	Mercenary		
471	Mercenary		
472	Mercenary		
473	Mercenary		
474	Mercenary		
475	Mercenary		
476	Mercenary		
477	Mercenary		
478	Mercenary		
479	Mercenary		
480	Mercenary		
481	Mercenary		
482	Mercenary		
483	Mercenary		
484	Mercenary		
485	Mercenary		
486	Mercenary		
487	Mercenary		
488	Mercenary		
489	Mercenary		
490	Mercenary		
491	Mercenary		
492	Mercenary		
493	Mercenary		
494	Mercenary		
495	Mercenary		
496	Mercenary		
497	Mercenary		
498	Mercenary		
499	Mercenary		
500	Debug Use Hot-Blooded 2		
501	Liberation Mercenary		
502	Liberation Mercenary		
503	Liberation Mercenary		
504	Liberation Mercenary		
505	Liberation Swordfighter		
506	Liberation Swordfighter		
507	Liberation Cleric		
508	Liberation Cleric		
509	Liberation Witch		
510	Liberation Sorcerer		
511	Liberation Witch		
512	Liberation Knight		
513	Liberation Knight		
514	Liberation Knight		
515	Liberation Gryphon Knight		
516	Liberation Wyvern Knight		
517	Liberation Swordfighter		
518	Liberation Swordfighter		
519	Liberation Archer		
520	Liberation Archer		
521	Liberation Soldier		
522	Liberation Soldier		
523	Liberation Soldier		
524	Liberation Soldier		
525	Liberation Knight		
526	Liberation Archer		
527	Liberation Cleric		
528	Liberation Knight		
529	Liberation Knight		
530	Liberation Knight		
531	Zenoiran Solder		
532	Zenoiran Solder		
533	Zenoiran Solder		
534	Zenoiran Solder		
535	Zenoiran Solder		
536	Zenoiran Solder		
537	Zenoiran Solder		
538	Zenoiran Solder		
539	Zenoiran Solder		
540	Zenoiran Solder		
541	Zenoiran Solder		
542	Zenoiran Solder		
543	Zenoiran Solder		
544	Zenoiran Solder		
545	Zenoiran Solder		
546	Zenoiran Solder		
547	Zenoiran Solder		
548	Zenoiran Solder		
549	Zenoiran Solder		
550	Zenoiran Solder		
551	Zenoiran Solder		
552	Zenoiran Solder		
553	Zenoiran Solder		
554	Zenoiran Solder		
555	Zenoiran Solder		
556	Zenoiran Solder		
557	Zenoiran Solder		
558	Zenoiran Solder		
559	Zenoiran Solder		
560	Zenoiran Solder		
561	Zenoiran Solder		
562	Zenoiran Solder		
563	Zenoiran Solder		
564	Zenoiran Solder		
565	Zenoiran Solder		
566	Zenoiran Solder		
567	Zenoiran Solder		
568	Zenoiran Solder		
569	Zenoiran Solder		
570	Zenoiran Solder		
571	Zenoiran Solder		
572	Zenoiran Solder		
573	Zenoiran Solder		
574	Zenoiran Solder		
575	Zenoiran Solder		
576	Zenoiran Solder		
577	Zenoiran Solder		
578	Zenoiran Solder		
579	Zenoiran Solder		
580	Zenoiran Solder		
581	Zenoiran Solder		
582	Zenoiran Solder		
583	Zenoiran Solder		
584	Zenoiran Solder		
585	Zenoiran Solder		
586	Zenoiran Solder		
587	Zenoiran Solder		
588	Zenoiran Solder		
589	Zenoiran Solder		
590	Zenoiran Solder		
591	Zenoiran Solder		
592	Zenoiran Solder		
593	Zenoiran Solder		
594	Zenoiran Solder		
595	Zenoiran Solder		
596	Zenoiran Solder		
597	Zenoiran Solder		
598	Zenoiran Solder		
599	Zenoiran Solder		
600	Zenoiran Solder		
601	Blank		
602	Blank		
603	Blank		
604	Blank		
605	Blank		
606	Blank		
607	Blank		
608	Blank		
609	Blank		
610	Blank		
611	Blank		
612	Blank		
613	Blank		
614	Blank		
615	Blank		
616	Blank		
617	Blank		
618	Blank		
619	Blank		
620	Blank		
621	Blank		
622	Blank		
623	Blank		
624	Blank		
625	Blank		
626	Jude		
627	Mardie		
628	Edvald		
629	Collinson		
630	Marvwell		
631	Balamor		
632	Legor		
633	Lumone		
634	Dalvid		
635	Culloran		
636	Adon		
637	Elmont		
638	Flotina		
639	Edemont		
640	Albert		
641	Bernolt		
642	Adelina		
643	Ava		
644	Bernadette		
645	Randall		
646	Valestian		
647	Andaria		
648	Medeleine		
649	Lagorith		
650	Ogritte		
651	Manon		
652	Lydia		
653	Auran		
654	Ginessa		
655	Alexia		
656	Erick		
657	Trianna		
658	Innes		
659	Clenna		
660	Flick		
661	Bresolle		
662	Flotina		
663	Damian		
664	Barthelemi		
665	Mathilde		
666	Mordon		
667	Jeremy		
668	Darver		
669	Inhannes		
670	Railanor		
671	Jerome		
672	Lotti		
673	Fodoquia		
674	Bryce		
675	Valmore		
676	Hordrick		
677	Aubin		
678	Bruno		
679	Beumont		
680	Batiste		
681	Gaston		
682	Ravel		
683	Lazare		
684	Lock		
685	Louison		
686	Corneille		
687	Cyryil		
688	Casimir		
689	Corentin		
690	Renault		
691	Galerius		
692	Mandrin		
693	Berenice		
694	Nina		
695	Bryce		
696	Sven		
697	Kurt		
698	Gammel		
699	Blank		
700	Mellisandre		
